timestamp,level,module,message
2024-12-09T18:59 - INFO - cli.py bujo loaded successfully.
2024-12-09T18:59 - INFO - cli.py bujo loaded successfully.
2024-12-09T18:59 - INFO - cli.py c loaded successfully.
2024-12-09T18:59 - INFO - cli.py c loaded successfully.
2024-12-09T18:59 - INFO - cli.py cz loaded successfully.
2024-12-09T18:59 - INFO - cli.py cz loaded successfully.
2024-12-09T18:59 - INFO - cli.py f loaded successfully.
2024-12-09T18:59 - INFO - cli.py f loaded successfully.
2024-12-09T18:59 - INFO - cli.py f loaded successfully.
2024-12-09T18:59 - INFO - cli.py bujo loaded successfully.
2024-12-09T18:59 - INFO - cli.py bujo loaded successfully.
2024-12-09T18:59 - INFO - cli.py bujo loaded successfully.
2024-12-09T18:59 - INFO - cli.py bujo loaded successfully.
2024-12-09T18:59 - INFO - cli.py bujo loaded successfully.
2024-12-09T18:59 - INFO - cli.py bujo loaded successfully.
2024-12-09T18:59 - INFO - cli.py c loaded successfully.
2024-12-09T18:59 - INFO - cli.py c loaded successfully.
2024-12-09T18:59 - INFO - cli.py cz loaded successfully.
2024-12-09T18:59 - INFO - cli.py cz loaded successfully.
2024-12-09T18:59 - INFO - cli.py f loaded successfully.
2024-12-09T18:59 - INFO - cli.py f loaded successfully.
2024-12-09T18:59 - INFO - cli.py f loaded successfully.
2024-12-09T18:59 - INFO - cli.py bujo loaded successfully.
2024-12-09T18:59 - INFO - cli.py bujo loaded successfully.
2024-12-09T18:59 - INFO - cli.py bujo
2024-12-09T18:59 - INFO - cli.py bujo
2024-12-09T18:59 - INFO - cli.py bujo bujo
2024-12-09T18:59 - INFO - cli.py bujo bujo
2024-12-09T18:59 - INFO - Loading command: bujo
2024-12-09T18:59 - INFO - Loading command: bujo
